Set	ID	Number	Name	Faction	Type	Glory/Cost	Name	Faction	Type	Glory/Cost	Description	Glory	ObjType	Restrictions	Set	Status	OrganisedPlay	WUOnline	Forsaken	Restricted	Forsaken (Relic)	Rotated	uFAQ	Tags	HotCount
Beastgrave	1373	B135	Nurgle's Garden Grows	The Wurmspat	Objective	2	Nurgle's Garden Grows	The Wurmspat	Objective	2	**Hybrid:** Score this in the third end phase \n *If:* There are no enemy fighters in your territory \n *Or:* Your warband holds more objectives than each opposing warband.	2	Third	-	The Wurmspat expansion	-	VVV	N	-	-	-	-	-	-	0
Beastgrave	1374	B136	Rotbringers	The Wurmspat	Objective	1	Rotbringers	The Wurmspat	Objective	1	Score this in an end phase if your warband successfully **cast** two or more spells in the preceding action phase.	1	End	-	The Wurmspat expansion	-	VVV	N	-	-	-	-	-	-	0
Beastgrave	1375	B137	Sacred Tri-lobe	The Wurmspat	Objective	3	Sacred Tri-lobe	The Wurmspat	Objective	3	Score this in an end phase if your warband holds three or more objectives.	3	End	-	The Wurmspat expansion	-	VVV	N	-	-	-	-	-	-	0
Beastgrave	1376	B138	Seeping Rot	The Wurmspat	Objective	1	Seeping Rot	The Wurmspat	Objective	1	**Surge:** Score this immediately when a friendly fighter holding an objective is the target of an **Attack action** and is not **driven back**, if that fighter survives.	1	Surge	-	The Wurmspat expansion	-	VVV	N	-	-	-	-	-	-	0
Beastgrave	1377	B139	Spread his Blessings	The Wurmspat	Objective	1	Spread his Blessings	The Wurmspat	Objective	1	Score this in an end phase if your warband holds one or more objectives in enemy territory.	1	End	-	The Wurmspat expansion	-	VVV	N	-	-	-	-	-	-	0
Beastgrave	1378	B140	Strength of the Devoted	The Wurmspat	Objective	3	Strength of the Devoted	The Wurmspat	Objective	3	Score this in the third end phase if no friendly fighters are out of action.	3	Third	-	The Wurmspat expansion	-	VVV	N	-	-	-	-	-	-	0
Beastgrave	1379	B141	Blades of Putrefaction	The Wurmspat	Spell		Blades of Putrefaction	The Wurmspat	Spell	-	*(Errata update)* The Grievous 1 keyword replaces the similar ability on this card. \n **Gambit Spell (:MagFocus:):** If **cast**, friendly fighters' Range 1 and Range 2 **Attack actions** have +1 Damage on a **critical hit**. This spell **persists** until the end of the round.	-	-	-	The Wurmspat expansion	-	VVV	N	-	-	-	-	-	-	0
Beastgrave	1380	B142	Blessing of Rust	The Wurmspat	Ploy		Blessing of Rust	The Wurmspat	Ploy	-	**Choose** one enemy fighter adjacent to one or more friendly fighters. The chosen fighter's Defence characteristic is :dfDodge:. This effect **persists** until the chosen fighter is taken out of action.	-	-	-	The Wurmspat expansion	-	VVV	N	-	-	-	-	-	-	0
Beastgrave	1381	B143	Fecund Vigour	The Wurmspat	Ploy		Fecund Vigour	The Wurmspat	Ploy	-	**Cycle** \n You can **re-roll** one attack dice in friendly fighter's attack rolls. This effect **persists** until after the next **Attack action** made by a friendly fighter, the end of the round, or you play another **Cycle** ploy.	-	-	-	The Wurmspat expansion	-	VVV	N	-	-	-	-	-	-	0
Beastgrave	1382	B144	Gift of Contagion	The Wurmspat	Spell		Gift of Contagion	The Wurmspat	Spell	-	**Gambit Spell (:MagFocus:)** If **cast**, **choose** one enemy fighter within 3 hexes of the casts. -1 Damage (to a minimum of 1) from the chosen fighter's **Attack actions**. This spell **persists** until the end of the round or the chosen fighter is taken out of action.	-	-	-	The Wurmspat expansion	-	VVV	N	-	-	-	-	-	-	0
Beastgrave	1383	B145	Nauseous Revulsion	The Wurmspat	Ploy		Nauseous Revulsion	The Wurmspat	Ploy	-	**Cycle** \n -1 Dice (to a minimum of 1) from **Attack actions** made by enemy fighters adjacent to one or more friendly fighters. This effect **persists** until the end of the round or you play another **Cycle** ploy.	-	-	-	The Wurmspat expansion	-	VVV	N	-	-	-	-	-	-	0
Beastgrave	1384	B146	Rampant Disease	The Wurmspat	Ploy		Rampant Disease	The Wurmspat	Ploy	-	**Cycle** \n Roll one attack dice for each enemy fighter adjacent to one or more friendly fighters. For each roll of :atCrit: that enemy fighter is **dealt** 1 damage.	-	-	-	The Wurmspat expansion	-	VVV	N	-	-	-	-	-	-	0
Beastgrave	1385	B147	Rancid Visitations	The Wurmspat	Spell		Rancid Visitations	The Wurmspat	Spell	-	**Gambit Spell (:MagChannel::MagChannel:):** If **cast**, each enemy fighter adjacent to the caster is **dealt** 1 damage.	-	-	-	The Wurmspat expansion	-	VVV	N	-	-	-	-	-	-	0
Beastgrave	1386	B148	Steady Advance	The Wurmspat	Ploy		Steady Advance	The Wurmspat	Ploy	-	**Choose** up to two friendly fighters and **push** each chosen fighter 1 hex.	-	-	-	The Wurmspat expansion	-	VVV	N	-	-	-	-	-	-	0
Beastgrave	1387	B149	The Burgeoning	The Wurmspat	Ploy		The Burgeoning	The Wurmspat	Ploy	-	**Cycle** \n **Heal (1)** the first friendly fighter that moves, is **placed**, **pushed**, or **driven back** into a **lethal** hex. That fighter is not **dealt** damage from the **lethal** hex. This effect **persists** until a friendly fighter is healed in this way or you play another **Cycle** ploy.	-	-	-	The Wurmspat expansion	-	VVV	N	-	-	-	-	-	-	0
Beastgrave	1388	B150	Unnatural Vitality	The Wurmspat	Ploy		Unnatural Vitality	The Wurmspat	Ploy	-	**Cycle** +1 Move to friendly fighters. This effect **persists** until the end of the round or you play another **Cycle** ploy.	-	-	-	The Wurmspat expansion	-	VVV	N	-	-	-	-	-	-	0
Beastgrave	1389	B151	Fly Swarm	The Wurmspat	Upgrade		Fly Swarm	The Wurmspat	Upgrade	-	-1 Dice (to a minimum of 1) from **Attack actions** with a Range of 3 or more that target this fighter.	-	-	-	The Wurmspat expansion	-	VVV	N	-	-	-	-	-	-	0
Beastgrave	1390	B152	Foetid Shroud	The Wurmspat	Upgrade		Foetid Shroud	The Wurmspat	Upgrade	-	You can **re-roll** one dice in this fighter's defence rolls.	-	-	Fecula Flyblown	The Wurmspat expansion	-	VVV	N	-	-	-	-	-	-	0
Beastgrave	1391	B153	Hulking Physique	The Wurmspat	Upgrade		Hulking Physique	The Wurmspat	Upgrade	-	-1 Move (to a minimum of 0) \n +1 Wounds \n +1 Damage to this fighter's Range 1 **Attack actions**.	-	-	Ghulgoch the Butcher	The Wurmspat expansion	-	VVV	N	-	-	-	-	-	-	0
Beastgrave	1392	B154	Living Plague	The Wurmspat	Upgrade		Living Plague	The Wurmspat	Upgrade	-	**Reaction:** After an enemy fighter's successful Range 1 **Attack action** that targets this fighter, roll one defence dice. On a roll of :dfBlock: or :dfCrit: that enemy fighter is **dealt** 1 damage.	-	-	-	The Wurmspat expansion	-	VVV	N	-	-	-	-	-	-	0
Beastgrave	1393	B155	Pestilent Deliverer	The Wurmspat	Upgrade		Pestilent Deliverer	The Wurmspat	Upgrade	-	This fighter's **Attack actions** made as part of a **Charge action** have **Cleave**.	-	-	Sepsimus Plaguesworn	The Wurmspat expansion	-	VVV	N	-	-	-	-	-	-	0
Beastgrave	1394	B156	Putrid Vomit	The Wurmspat	Upgrade		Putrid Vomit	The Wurmspat	Upgrade	-	[:Hex: 3 - :atFury: 3 - :boom: 1]	-	-	Fecula Flyblown, Ghulgoch the Butcher	The Wurmspat expansion	-	VVV	N	-	-	-	-	-	-	0
Beastgrave	1395	B157	Retchling	The Wurmspat	Upgrade		Retchling	The Wurmspat	Upgrade	-	Each time this fighter attempts to **cast** a spell, after the casting roll, you can change one of the symbols rolled to :MagChannel:. In addition, this fighter cannot be **dealt** damage by **backlash**.	-	-	Fecula Flyblown	The Wurmspat expansion	-	VVV	N	-	-	-	-	-	-	0
Beastgrave	1396	B158	Stolid Bulk	The Wurmspat	Upgrade		Stolid Bulk	The Wurmspat	Upgrade	-	This fighter cannot be **driven back**.	-	-	-	The Wurmspat expansion	-	VVV	N	-	-	-	-	-	-	0
Beastgrave	1397	B159	Unstoppable Tread	The Wurmspat	Upgrade		Unstoppable Tread	The Wurmspat	Upgrade	-	**Reaction:** After this fighter's activation, **push** this fighter 1 hex.	-	-	-	The Wurmspat expansion	-	VVV	N	-	-	-	-	-	-	0
Beastgrave	1398	B160	Virulent Blade	The Wurmspat	Upgrade		Virulent Blade	The Wurmspat	Upgrade	-	You can **re-roll** one attack dice in this fighter's attack rolls for Range 1 and Range 2 **Attack actions**.	-	-	Ghulgoch the Butcher, Sepsimus Plaguesworn	The Wurmspat expansion	-	VVV	N	-	-	-	-	-	-	0
Beastgrave	1399	B161	Always Moving	Hrothgorn's Mantrappers	Objective	2	Always Moving	Hrothgorn's Mantrappers	Objective	2	**Dual:** Score this in an end phase \n *If:* There is at least one surviving friendly fighter \n *And:* There are no friendly fighters in your territory.	2	End	-	Hrothgorn's Mantrappers expansion	-	VVV	N	-	-	-	-	-	-	0
Beastgrave	1400	B162	Arm of the Everwinter	Hrothgorn's Mantrappers	Objective	1	Arm of the Everwinter	Hrothgorn's Mantrappers	Objective	1	**Surge:** Score this immediately when your warband **removes** a feature token from the battlefield, or flips a feature token.	1	Surge	-	Hrothgorn's Mantrappers expansion	RR-	VVV	N	-	Restricted	-	-	-	-	0
Beastgrave	1401	B163	Boxed In	Hrothgorn's Mantrappers	Objective	1	Boxed In	Hrothgorn's Mantrappers	Objective	1	**Surge:** Score this immediately after an activation if there are three of more friendly fighters adjacent to the same enemy fighter.	1	Surge	-	Hrothgorn's Mantrappers expansion	-	VVV	N	-	-	-	-	-	-	0
Beastgrave	1402	B164	Butchering	Hrothgorn's Mantrappers	Objective	2	Butchering	Hrothgorn's Mantrappers	Objective	2	Score this in an end phase if there are more enemy fighters out of action than surviving enemy fighters.	2	End	-	Hrothgorn's Mantrappers expansion	-	VVV	N	-	-	-	-	-	-	0
Beastgrave	1403	B165	Dinner Time	Hrothgorn's Mantrappers	Objective	1	Dinner Time	Hrothgorn's Mantrappers	Objective	1	**Surge:** Score this immediately when an enemy fighter Moves into, is **pushed** into or is **placed** in the same hex as a friendly Trap model.	1	Surge	-	Hrothgorn's Mantrappers expansion	-	VVV	N	-	-	-	-	-	-	0
Beastgrave	1404	B166	Extra Crunchy	Hrothgorn's Mantrappers	Objective	2	Extra Crunchy	Hrothgorn's Mantrappers	Objective	2	**Surge:** Score this immediately when your warband takes an enemy fighter with three or more upgrades out of action.	2	Surge	-	Hrothgorn's Mantrappers expansion	-	VVV	N	-	-	-	-	-	-	0
Beastgrave	1405	B167	Flush Them Out	Hrothgorn's Mantrappers	Objective	1	Flush Them Out	Hrothgorn's Mantrappers	Objective	1	**Surge:** Score this immediately if your warband **pushes** an enemy fighter that is not adjacent to your **leader**, and after the **push** they are adjacent to your **leader**.	1	Surge	-	Hrothgorn's Mantrappers expansion	-	VVV	N	-	-	-	-	-	-	0
Beastgrave	1406	B168	Hunter's Feast	Hrothgorn's Mantrappers	Objective	2	Hunter's Feast	Hrothgorn's Mantrappers	Objective	2	**Surge, Dual:** Score this immediately \n *When:* Your **leader's Attack action** takes an enemy fighter out of action \n *And:* Your **Leader** made one or more **Attack actions** that took an enemy fighter out of action earlier in this phase.	2	Surge	-	Hrothgorn's Mantrappers expansion	-	VVV	N	-	-	-	-	-	-	0
Beastgrave	1407	B169	Momentarily Sated	Hrothgorn's Mantrappers	Objective	5	Momentarily Sated	Hrothgorn's Mantrappers	Objective	5	Score this in an end phase if *all enemy fighters* are out of action.	5	End	-	Hrothgorn's Mantrappers expansion	-	VVV	N	-	-	-	-	-	-	0
Beastgrave	1408	B170	Surprising Competence	Hrothgorn's Mantrappers	Objective	1	Surprising Competence	Hrothgorn's Mantrappers	Objective	1	**Surge:** Score this immediately when a friendly **Gnoblar's Attack action** takes an enemy fighter out of action.	1	Surge	-	Hrothgorn's Mantrappers expansion	-	VVV	N	-	-	-	-	-	-	0
Beastgrave	1409	B171	Top of the Food Chain	Hrothgorn's Mantrappers	Objective	1	Top of the Food Chain	Hrothgorn's Mantrappers	Objective	1	Score this in an end phase if your **leader** is the only surviving **leader**.	1	End	-	Hrothgorn's Mantrappers expansion	-	VVV	N	-	-	-	-	-	-	0
Beastgrave	1410	B172	Unexpected Cunning	Hrothgorn's Mantrappers	Objective	1	Unexpected Cunning	Hrothgorn's Mantrappers	Objective	1	**Surge:** Score this immediately after playing your third or subsequent power card in the same phase.	1	Surge	-	Hrothgorn's Mantrappers expansion	RR-	VVV	N	-	Restricted	-	-	-	-	0
Beastgrave	1411	B173	Carnivore Senses	Hrothgorn's Mantrappers	Ploy		Carnivore Senses	Hrothgorn's Mantrappers	Ploy	-	The first **Attack action** made by a friendly **Hunter** in the next activation has **Ensnare**.	-	-	-	Hrothgorn's Mantrappers expansion	-	VVV	N	-	-	-	-	-	-	0
Beastgrave	1412	B174	Driven Onwards	Hrothgorn's Mantrappers	Ploy		Driven Onwards	Hrothgorn's Mantrappers	Ploy	-	**Choose** one friendly fighter that has one or more Move tokens. **Remove** those tokens.	-	-	-	Hrothgorn's Mantrappers expansion	-	VVV	N	-	-	-	-	-	-	0
Beastgrave	1413	B175	Frozen Earth	Hrothgorn's Mantrappers	Ploy		Frozen Earth	Hrothgorn's Mantrappers	Ploy	-	Pick a feature token in a hex that contains or is adjacent to your **leader**. **Remove** it from the battlefield.	-	-	Hrothgorn Mantrapper	Hrothgorn's Mantrappers expansion	-	VVV	N	-	-	-	-	-	-	0
Beastgrave	1414	B176	Gnoblar Scramble	Hrothgorn's Mantrappers	Ploy		Gnoblar Scramble	Hrothgorn's Mantrappers	Ploy	-	**Push** each friendly **Gnoblar** up to 2 hexes.	-	-	-	Hrothgorn's Mantrappers expansion	-	VVV	N	-	-	-	-	-	-	0
Beastgrave	1415	B177	Gotcha!	Hrothgorn's Mantrappers	Ploy		Gotcha!	Hrothgorn's Mantrappers	Ploy	-	**Reaction:** Play this after a friendly fighter's successful Trap Launcher **Attack action** that does not take the target out of action. **Give** the target one Move token.	-	-	Hrothgorn Mantrapper	Hrothgorn's Mantrappers expansion	-	VVV	N	-	-	-	-	-	-	0
Beastgrave	1416	B178	Icy Breath	Hrothgorn's Mantrappers	Ploy		Icy Breath	Hrothgorn's Mantrappers	Ploy	-	**Choose** one enemy fighter within 3 hexes of your **leader** and roll one magic dice. On a roll of :MagChannel: or :MagCrit: the chosen fighter is **dealt** 1 damage.	-	-	Hrothgorn Mantrapper	Hrothgorn's Mantrappers expansion	-	VVV	N	-	-	-	-	-	-	0
Beastgrave	1417	B179	More Traps	Hrothgorn's Mantrappers	Ploy		More Traps	Hrothgorn's Mantrappers	Ploy	-	Pick one feature token in a hex that contains or is adjacent to a friendly Bushwakka. Flip that token.	-	-	Bushwakka	Hrothgorn's Mantrappers expansion	-	VVV	N	-	-	-	-	-	-	0
Beastgrave	1418	B180	Near Miss	Hrothgorn's Mantrappers	Ploy		Near Miss	Hrothgorn's Mantrappers	Ploy	-	**Reaction:** Play this after a friendly **Hunter's** failed **Attack action**. **Push** the target 1 hex.	-	-	-	Hrothgorn's Mantrappers expansion	-	VVV	N	-	-	-	-	-	-	0
Beastgrave	1419	B181	Quick Snack	Hrothgorn's Mantrappers	Ploy		Quick Snack	Hrothgorn's Mantrappers	Ploy	-	**Reaction:** Play this after an enemy fighter adjacent to your **leader** is taken out of action. If the enemy fighter's Wounds characteristic is 4 or more, **Heal (2)** your **leader**, otherwise **Heal (1)** your **leader**.	-	-	Hrothgorn Mantrapper	Hrothgorn's Mantrappers expansion	-	VVV	N	-	-	-	-	-	-	0
Beastgrave	1420	B182	Ravenous Fury	Hrothgorn's Mantrappers	Ploy		Ravenous Fury	Hrothgorn's Mantrappers	Ploy	-	**Reaction:** Play this after your **leader's** failed Range 1 **Attack action**. Your **leader** makes one **Attack action**.	-	-	Hrothgorn Mantrapper	Hrothgorn's Mantrappers expansion	-	VVV	N	-	-	-	-	-	-	0
Beastgrave	1421	B183	Desperate Parry	Hrothgorn's Mantrappers	Upgrade		Desperate Parry	Hrothgorn's Mantrappers	Upgrade	-	**Reaction:** During an **Attack action** that targets this fighter, before the deal damage step, roll one defence dice. On a roll of :dfBlock: or :dfCrit: the combat sequence ends and this fighter is **dealt** no damage. Then **discard** this card.	-	-	Gnoblar	Hrothgorn's Mantrappers expansion	-	VVV	N	-	-	-	-	-	-	0
Beastgrave	1422	B184	Famed Hunter	Hrothgorn's Mantrappers	Upgrade		Famed Hunter	Hrothgorn's Mantrappers	Upgrade	-	You can **re-roll** one attack dice in this fighter's attack rolls.	-	-	Hrothgorn Mantrapper	Hrothgorn's Mantrappers expansion	RR-	VVV	N	-	Restricted	-	-	-	-	0
Beastgrave	1423	B185	Hunting Beast	Hrothgorn's Mantrappers	Upgrade		Hunting Beast	Hrothgorn's Mantrappers	Upgrade	-	**Reaction:** After this fighter's successful **Attack action**, pick one: \n **Push** the target 1 hex, or **push** this fighter 1 hex.	-	-	Thrafnir	Hrothgorn's Mantrappers expansion	-	VVV	N	-	-	-	-	-	-	0
Beastgrave	1424	B186	Living Avalanche	Hrothgorn's Mantrappers	Upgrade		Living Avalanche	Hrothgorn's Mantrappers	Upgrade	-	+1 Damage to this fighter's Range 1 and Range 2 **Attack actions**.	-	-	Hrothgorn Mantrapper	Hrothgorn's Mantrappers expansion	-	VVV	N	-	-	-	-	-	-	0
Beastgrave	1425	B187	Massive Bulk	Hrothgorn's Mantrappers	Upgrade		Massive Bulk	Hrothgorn's Mantrappers	Upgrade	-	-2 Move (to a minimum of 0) \n +2 Wounds.	-	-	Hrothgorn Mantrapper	Hrothgorn's Mantrappers expansion	-	VVV	N	-	-	-	-	-	-	0
Beastgrave	1426	B188	Plucky Pair	Hrothgorn's Mantrappers	Upgrade		Plucky Pair	Hrothgorn's Mantrappers	Upgrade	-	Rolls of :atSup1: are successes in this fighter's attack rolls and defence rolls.	-	-	Luggit and Thwak	Hrothgorn's Mantrappers expansion	-	VVV	N	-	-	-	-	-	-	0
Beastgrave	1427	B189	Savage Instinct	Hrothgorn's Mantrappers	Upgrade		Savage Instinct	Hrothgorn's Mantrappers	Upgrade	-	This fighter's Range 1 and Range 2 **Attack actions** have **Ensnare**.	-	-	-	Hrothgorn's Mantrappers expansion	-	VVV	N	-	-	-	-	-	-	0
Beastgrave	1428	B190	Scion of the Everwinter	Hrothgorn's Mantrappers	Upgrade		Scion of the Everwinter	Hrothgorn's Mantrappers	Upgrade	-	**Action: Give** each adjacent enemy fighter one Move token.	-	-	Hrothgorn Mantrapper	Hrothgorn's Mantrappers expansion	-	VVV	N	-	-	-	-	-	-	0
Beastgrave	1429	B191	Toughened Hide	Hrothgorn's Mantrappers	Upgrade		Toughened Hide	Hrothgorn's Mantrappers	Upgrade	-	*(Errata update)* When this fighter is **dealt** damage, reduce that damage by 1 (to a minimum of 1).	-	-	Thrafnir	Hrothgorn's Mantrappers expansion	-	VVV	N	-	-	-	-	-	-	0
Beastgrave	1430	B192	Veteran Hunter	Hrothgorn's Mantrappers	Upgrade		Veteran Hunter	Hrothgorn's Mantrappers	Upgrade	-	**Action: Draw** up to two power cards.	-	-	Hrothgorn Mantrapper, Gnoblar	Hrothgorn's Mantrappers expansion	-	VVV	N	-	-	-	-	-	-	0
Beastgrave	1431	B193	Blessings of Khaine	Morgwaeth's Blade-coven	Objective	1	Blessings of Khaine	Morgwaeth's Blade-coven	Objective	1	Score this in an end phase if two or more surviving friendly fighters are Inspired.	1	End	-	Morgwaeth's Blade-coven expansion	-	VVV	N	-	-	-	-	-	-	0
Beastgrave	1432	B194	Blood Rite	Morgwaeth's Blade-coven	Objective	1	Blood Rite	Morgwaeth's Blade-coven	Objective	1	**Surge:** Score this immediately when a friendly fighter holding an objective makes an **Attack action** that takes an enemy fighter out of action.	1	Surge	-	Morgwaeth's Blade-coven expansion	-	VVV	N	-	-	-	-	-	-	0
Beastgrave	1433	B195	Consecrate to Khaine	Morgwaeth's Blade-coven	Objective	1	Consecrate to Khaine	Morgwaeth's Blade-coven	Objective	1	**Surge:** Score this immediately when a friendly fighter's Range 1 or Range 2 **Attack action** takes an enemy fighter holding an objective out of action.	1	Surge	-	Morgwaeth's Blade-coven expansion	-	VVV	N	-	-	-	-	-	-	0
Beastgrave	1434	B196	Daughters of the First Temple	Morgwaeth's Blade-coven	Objective	1	Daughters of the First Temple	Morgwaeth's Blade-coven	Objective	1	Score this in an end phase of *two* or more enemy fighters are out of action.	1	End	-	Morgwaeth's Blade-coven expansion	-	VVV	N	-	-	-	-	-	-	0
Beastgrave	1435	B197	Devoted Disciple	Morgwaeth's Blade-coven	Objective	1	Devoted Disciple	Morgwaeth's Blade-coven	Objective	1	Score this in an end phase if one or more surviving friendly fighters have one or more wound tokens.	1	End	-	Morgwaeth's Blade-coven expansion	-	VVV	N	-	-	-	-	-	-	0
Beastgrave	1436	B198	Perfect Kill	Morgwaeth's Blade-coven	Objective	1	Perfect Kill	Morgwaeth's Blade-coven	Objective	1	**Surge:** Score this immediately when a friendly fighter's **Attack action deals** exactly enough damage to take that fighter's target out of action.	1	Surge	-	Morgwaeth's Blade-coven expansion	-	VVV	N	-	-	-	-	-	-	0
Beastgrave	1437	B199	Proof of Devotion	Morgwaeth's Blade-coven	Objective	3	Proof of Devotion	Morgwaeth's Blade-coven	Objective	3	**Hybrid:** Score this in the third end phase \n *If:* All enemy fighters are out of action \n *Or:* Your warband holds all objectives in enemy territory.	3	Third	-	Morgwaeth's Blade-coven expansion	-	VVV	N	-	-	-	-	-	-	0
Beastgrave	1438	B200	Purposeful Strike	Morgwaeth's Blade-coven	Objective	1	Purposeful Strike	Morgwaeth's Blade-coven	Objective	1	Score this in an end phase if a friendly fighter with one or more Charge tokens is holding an objective.	1	End	-	Morgwaeth's Blade-coven expansion	-	VVV	N	-	-	-	-	-	-	0
Beastgrave	1439	B201	Ritualised Formation	Morgwaeth's Blade-coven	Objective	3	Ritualised Formation	Morgwaeth's Blade-coven	Objective	3	Score this in an end phase if your warband holds three or more objectives.	3	End	-	Morgwaeth's Blade-coven expansion	-	VVV	N	-	-	-	-	-	-	0
Beastgrave	1440	B202	Swift Sacrifice	Morgwaeth's Blade-coven	Objective	1	Swift Sacrifice	Morgwaeth's Blade-coven	Objective	1	**Surge:** Score this immediately when a friendly **leader** or Kyrae makes a Range 1 or Range 2 **Attack action** that takes an enemy fighter out of action.	1	Surge	-	Morgwaeth's Blade-coven expansion	-	VVV	N	-	-	-	-	-	-	0
Beastgrave	1441	B203	Torturous Death	Morgwaeth's Blade-coven	Objective	1	Torturous Death	Morgwaeth's Blade-coven	Objective	1	**Surge:** Score this immediately when your warband makes a third or subsequent **Attack action** that targets the same enemy fighter in this phase.	1	Surge	-	Morgwaeth's Blade-coven expansion	-	VVV	N	-	-	-	-	-	-	0
Beastgrave	1442	B204	Triumphant Stance	Morgwaeth's Blade-coven	Objective	2	Triumphant Stance	Morgwaeth's Blade-coven	Objective	2	**Dual:** Score this in an end phase \n *If:* One friendly fighter is holding an objective \n *And:* No other fighter is holding an objective.	2	End	-	Morgwaeth's Blade-coven expansion	-	VVV	N	-	-	-	-	-	-	0
Beastgrave	1443	B205	Bloodbane Venom	Morgwaeth's Blade-coven	Ploy		Bloodbane Venom	Morgwaeth's Blade-coven	Ploy	-	**Poison** \n **Reaction:** Play this after a friendly fighter's successful Range 1 or Range 2 **Attack action**. Roll three attack dice. For each roll of :atCrit: the target of that **Attack action** is **dealt** 1 damage.	-	-	-	Morgwaeth's Blade-coven expansion	-	VVV	N	-	-	-	-	-	-	0
Beastgrave	1444	B206	Carve a Rune	Morgwaeth's Blade-coven	Ploy		Carve a Rune	Morgwaeth's Blade-coven	Ploy	-	**Reaction:** Play this during a friendly fighter's Range 1 or Range 2 **Attack action** that succeeds, before dealing damage, if there was one or more :atCrit: in the attack roll. Gain 1 spent glory point.	-	-	-	Morgwaeth's Blade-coven expansion	-	VVV	N	-	-	-	-	-	-	0
Beastgrave	1445	B207	Catechism of Murder	Morgwaeth's Blade-coven	Ploy		Catechism of Murder	Morgwaeth's Blade-coven	Ploy	-	**Choose** one friendly fighter. That fighter is Inspired.	-	-	Morgwaeth the Blooded	Morgwaeth's Blade-coven expansion	-	VVV	N	-	-	-	-	-	-	0
Beastgrave	1446	B208	Crimson Rejuvenation	Morgwaeth's Blade-coven	Ploy		Crimson Rejuvenation	Morgwaeth's Blade-coven	Ploy	-	**Heal** (1) each friendly fighter within 2 hexes of your **leader**.	-	-	Morgwaeth the Blooded	Morgwaeth's Blade-coven expansion	-	VVV	N	-	-	-	-	-	-	0
Beastgrave	1447	B209	Drilled to Perfection	Morgwaeth's Blade-coven	Ploy		Drilled to Perfection	Morgwaeth's Blade-coven	Ploy	-	**Choose** one friendly fighter and up to one adjacent friendly fighter. **Give** each chosen fighter one Guard token.	-	-	-	Morgwaeth's Blade-coven expansion	-	VVV	N	-	-	-	-	-	-	0
Beastgrave	1448	B210	Fanatical Faith	Morgwaeth's Blade-coven	Ploy		Fanatical Faith	Morgwaeth's Blade-coven	Ploy	-	The first time a friendly fighter would be **dealt** any amount of damage in the next activation, that fighter is **dealt** 1 damage instead.	-	-	-	Morgwaeth's Blade-coven expansion	-	VVV	N	-	-	-	-	-	-	0
Beastgrave	1449	B211	Headlong Fury	Morgwaeth's Blade-coven	Ploy		Headlong Fury	Morgwaeth's Blade-coven	Ploy	-	**Choose** one Inspired friendly fighter. The chosen fighter makes a **Move action**. Do not **give** the chosen fighter a Move token for that action.	-	-	-	Morgwaeth's Blade-coven expansion	-	VVV	N	-	-	-	-	-	-	0
Beastgrave	1450	B212	Incredible Agility	Morgwaeth's Blade-coven	Ploy		Incredible Agility	Morgwaeth's Blade-coven	Ploy	-	*(Errata update)* The Flying trait replaces the similar ability on this card. \n In the next activation, friendly fighters other than Kyrae treat **lethal** hexes as normal hexes and can move through **occupied** hexes, but cannot end their move in an **occupied** hex.	-	-	-	Morgwaeth's Blade-coven expansion	-	VVV	N	-	-	-	-	-	-	0
Beastgrave	1451	B213	Perfect Precision	Morgwaeth's Blade-coven	Ploy		Perfect Precision	Morgwaeth's Blade-coven	Ploy	-	You can **re-roll** one attack dice in the attack roll of the first **Attack action** made by a friendly fighter in the next activation.	-	-	-	Morgwaeth's Blade-coven expansion	-	VVV	N	-	-	-	-	-	-	0
Beastgrave	1452	B214	Zealot's Rage	Morgwaeth's Blade-coven	Ploy		Zealot's Rage	Morgwaeth's Blade-coven	Ploy	-	**Reaction:** Play this after a friendly fighter's **Attack action** that fails. That fighter makes an **Attack action**.	-	-	-	Morgwaeth's Blade-coven expansion	-	VVV	N	-	-	-	-	-	-	0
Beastgrave	1453	B215	Crimson Shard	Morgwaeth's Blade-coven	Upgrade		Crimson Shard	Morgwaeth's Blade-coven	Upgrade	-	You can **re-roll** one attack dice in this fighter's attack rolls for Range 1 or Range 2 **Attack actions**.	-	-	Morgwaeth the Blooded	Morgwaeth's Blade-coven expansion	-	VVV	N	-	-	-	-	-	-	0
Beastgrave	1454	B216	Crone Blade	Morgwaeth's Blade-coven	Upgrade		Crone Blade	Morgwaeth's Blade-coven	Upgrade	-	[:Hex: 1 - :atFury: 3 - :boom: 2] \n **Reaction:** After this **Attack action**, if it succeeded, **Heal** (1) this fighter.	-	-	-	Morgwaeth's Blade-coven expansion	-	VVV	N	-	-	-	-	-	-	0
Beastgrave	1455	B217	Death Dancer	Morgwaeth's Blade-coven	Upgrade		Death Dancer	Morgwaeth's Blade-coven	Upgrade	-	**Reaction:** After this fighter's **Attack action** (not during a superaction), **push** this fighter 1 hex.	-	-	-	Morgwaeth's Blade-coven expansion	-	VVV	N	-	-	-	-	-	-	0
Beastgrave	1456	B218	High Oracle's Butcher	Morgwaeth's Blade-coven	Upgrade		High Oracle's Butcher	Morgwaeth's Blade-coven	Upgrade	-	After this fighter's **Attack action** that takes an adjacent enemy fighter out of action, gain 1 additional glory point.	-	-	Kyrae	Morgwaeth's Blade-coven expansion	-	VVV	N	-	-	-	-	-	-	0
