Set	ID	Number	Name	Faction	Type	Glory	Name	Faction	Type	Glory	Description	Glory	ObjType	Restrictions	Set	Status	OrganisedPlay	WUOnline	Forsaken	Restricted	Forsaken (Relic)	Rotated	uFAQ	Tags	HotCount
Nightvault	722	N225	Horrific Stench	Mollog's Mob	Upgrade		Horrific Stench	Mollog's Mob	Upgrade	-	Enemy fighters adjacent to this fighter are considered to have one fewer supporting fighters (to a minimum of zero).	-	-	-	Mollog's Mob expansion	-	VVV	N	-	-	-	-	-	-	0
Nightvault	723	N226	Inescapable Jaws	Mollog's Mob	Upgrade		Inescapable Jaws	Mollog's Mob	Upgrade	-	Both :atFury: and :atSmash: symbols are successes in the attack roll when this fighter makes a Charge action.	-	-	Bat Squig	Mollog's Mob expansion	-	VVV	N	-	-	-	-	-	-	0
Nightvault	724	N227	Jabbertoad	Mollog's Mob	Upgrade		Jabbertoad	Mollog's Mob	Upgrade	-	[:Hex: 3 - :atFury: 3 - :boom: 1 -(Knockback 1)-] \n Discard this card after making this Attack action.	-	-	Mollog the Mighty	Mollog's Mob expansion	-	VVV	N	-	-	-	-	-	-	0
Nightvault	725	N228	Regenerate	Mollog's Mob	Upgrade		Regenerate	Mollog's Mob	Upgrade	-	At the beginning of each round, remove up to one wound token from this fighter's fighter card.	-	-	Mollog the Mighty	Mollog's Mob expansion	-	VVV	N	-	-	-	-	-	-	0
Nightvault	726	N229	Rooted to the Spot	Mollog's Mob	Upgrade		Rooted to the Spot	Mollog's Mob	Upgrade	-	This fighter can hold objectives, even though its fighter card says it cannot.	-	-	Stalagsquig	Mollog's Mob expansion	-	VVV	N	-	-	-	-	-	-	0
Nightvault	727	N230	Spore Cloud	Mollog's Mob	Upgrade		Spore Cloud	Mollog's Mob	Upgrade	-	**Action:** Scatter 2 from this fighter's hex. Any enemy fighters in any hex in the chain suffer 1 damage.	-	-	Spiteshroom	Mollog's Mob expansion	-	VVV	N	-	-	-	-	-	-	0
Nightvault	728	N231	Unswattable	Mollog's Mob	Upgrade		Unswattable	Mollog's Mob	Upgrade	-	**Reaction:** After an Attack action that targets this fighter and fails, push this fighter up to one hex.	-	-	Bat Squig	Mollog's Mob expansion	-	VVV	N	-	-	-	-	-	-	0
Nightvault	729	N232	Wrath of Living Rock	Mollog's Mob	Upgrade		Wrath of Living Rock	Mollog's Mob	Upgrade	-	This fighter's Attack actions with a Range of 1 have Cleave.	-	-	Stalagsquig	Mollog's Mob expansion	-	VVV	N	-	-	-	-	-	-	0
Nightvault	730	N233	Collect Bounty	Thundrik's Profiteers	Objective	1	Collect Bounty	Thundrik's Profiteers	Objective	1	Score this in an end phase if your warband took an enemy leader out of action in the preceding action phase.	1	End	-	Thundrik's Profiteers expansion	-	VVV	N	-	-	-	-	-	-	0
Nightvault	731	N234	Focus Fire	Thundrik's Profiteers	Objective	1	Focus Fire	Thundrik's Profiteers	Objective	1	Score this immediately if the third different friendly fighter makes an Attack action with a Range of 3 or more targeting the same fighter in this phase.	1	Surge	-	Thundrik's Profiteers expansion	-	VVV	N	-	-	-	-	-	-	0
Nightvault	732	N235	Headshot	Thundrik's Profiteers	Objective	1	Headshot	Thundrik's Profiteers	Objective	1	Score this immediately if a friendly fighter scores a critical hit with an Attack action with a Range of 3 or more.	1	Surge	-	Thundrik's Profiteers expansion	-	VVV	N	-	-	-	-	-	-	0
Nightvault	733	N236	It's Ours Now	Thundrik's Profiteers	Objective	1	It's Ours Now	Thundrik's Profiteers	Objective	1	Score this in an end phase if two or more friendly fighters are in no one's territory.	1	End	-	Thundrik's Profiteers expansion	-	VVV	N	-	-	-	-	-	-	0
Nightvault	734	N237	Live by the Code	Thundrik's Profiteers	Objective	1	Live by the Code	Thundrik's Profiteers	Objective	1	Score this in an end phase if you did not discard any objective cards in the preceding action phase. If you do, you cannot discard any objective cards in this end phase.	1	End	-	Thundrik's Profiteers expansion	-	VVV	N	-	-	-	-	-	-	0
Nightvault	735	N238	Search the City	Thundrik's Profiteers	Objective	2	Search the City	Thundrik's Profiteers	Objective	2	Score this in an end phase if you hold three or more objectives.	2	End	-	Thundrik's Profiteers expansion	-	VVV	N	-	-	-	-	-	-	0
Nightvault	736	N239	Seeking Advancement	Thundrik's Profiteers	Objective	1	Seeking Advancement	Thundrik's Profiteers	Objective	1	Score this immediately if your warband takes an enemy fighter with a Wounds characteristic of 4 or more out of action.	1	Surge	-	Thundrik's Profiteers expansion	-	VVV	N	-	-	-	-	-	-	0
Nightvault	737	N240	Sound Finances	Thundrik's Profiteers	Objective	2	Sound Finances	Thundrik's Profiteers	Objective	2	Score this in an end phase if you have 5 or more unspent glory points.	2	End	-	Thundrik's Profiteers expansion	-	VVV	N	-	-	-	-	-	-	0
Nightvault	738	N241	Stake a Claim	Thundrik's Profiteers	Objective	1	Stake a Claim	Thundrik's Profiteers	Objective	1	Score this in an end phase if all friendly fighters are in your territory and no enemy fighters are in your territory.	1	End	-	Thundrik's Profiteers expansion	-	VVV	N	-	-	-	-	-	-	0
Nightvault	739	N242	Aetheric Augmentation	Thundrik's Profiteers	Ploy		Aetheric Augmentation	Thundrik's Profiteers	Ploy	-	The first Attack action made by a friendly fighter in the next activation has +1 Dice.	-	-	-	Thundrik's Profiteers expansion	-	VVV	N	-	-	-	-	-	-	0
Nightvault	740	N243	Ambitious Attack	Thundrik's Profiteers	Ploy		Ambitious Attack	Thundrik's Profiteers	Ploy	-	+1 Damage to the first Attack action with a Range of 1 or 2 made by a friendly fighter in the next activation.	-	-	-	Thundrik's Profiteers expansion	-	VVV	N	-	-	-	-	-	-	0
Nightvault	741	N244	Atmospheric Isolation	Thundrik's Profiteers	Ploy		Atmospheric Isolation	Thundrik's Profiteers	Ploy	-	Play this only if there is a surviving friendly Thundrik. No more power cards can be played until after the next activation.	-	-	-	Thundrik's Profiteers expansion	-	VVV	N	-	-	-	-	-	-	0
Nightvault	742	N245	Prepared Position	Thundrik's Profiteers	Ploy		Prepared Position	Thundrik's Profiteers	Ploy	-	Choose a friendly fighter that does not have a Guard token. Place a Guard token next to them.	-	-	-	Thundrik's Profiteers expansion	-	VVV	N	-	-	-	-	-	-	0
Nightvault	743	N246	Protect the Boss	Thundrik's Profiteers	Ploy		Protect the Boss	Thundrik's Profiteers	Ploy	-	Choose a friendly fighter and push them up to two hexes so that they are adjacent to your leader.	-	-	-	Thundrik's Profiteers expansion	-	VVV	N	-	-	-	-	-	-	0
Nightvault	744	N247	Quiet Contemplation	Thundrik's Profiteers	Ploy		Quiet Contemplation	Thundrik's Profiteers	Ploy	-	Choose one: draw a power card, or discard an objective card then draw an objective card.	-	-	-	Thundrik's Profiteers expansion	-	VVV	N	-	-	-	-	-	-	0
Nightvault	745	N248	Seek the Skyvessel	Thundrik's Profiteers	Ploy		Seek the Skyvessel	Thundrik's Profiteers	Ploy	-	Choose up to two friendly fighters and make a Move action with each of them.	-	-	-	Thundrik's Profiteers expansion	-	VVV	N	-	-	-	-	-	-	0
Nightvault	746	N249	Timed Charge	Thundrik's Profiteers	Ploy		Timed Charge	Thundrik's Profiteers	Ploy	-	**Reaction:** After a friendly Drakkskewer's Move action that begins adjacent to any enemy fighters, roll an attack dice. On a roll of :atSmash: or :atCrit: those enemy fighters each suffer 1 damage.	-	-	-	Thundrik's Profiteers expansion	-	VVV	N	-	-	-	-	-	-	0
Nightvault	747	N250	Toxic Gases	Thundrik's Profiteers	Ploy		Toxic Gases	Thundrik's Profiteers	Ploy	-	Choose an enemy fighter. That fighter's player must make a choice: either that fighter suffers 1 damage or you push that fighter up to two hexes.	-	-	-	Thundrik's Profiteers expansion	-	VVV	N	-	-	-	-	-	-	0
Nightvault	748	N251	Unyielding	Thundrik's Profiteers	Ploy		Unyielding	Thundrik's Profiteers	Ploy	-	Friendly fighters cannot be driven back in the next activation.	-	-	-	Thundrik's Profiteers expansion	-	VVV	N	-	-	-	-	-	-	0
Nightvault	749	N252	Ancestral Fortitude	Thundrik's Profiteers	Upgrade		Ancestral Fortitude	Thundrik's Profiteers	Upgrade	-	+1 Wounds.	-	-	-	Thundrik's Profiteers expansion	-	VVV	N	-	-	-	-	-	-	0
Nightvault	750	N253	Ancestral Might	Thundrik's Profiteers	Upgrade		Ancestral Might	Thundrik's Profiteers	Upgrade	-	+1 Damage to this fighter's Attack actions with a Range of 1 or 2.	-	-	-	Thundrik's Profiteers expansion	-	VVV	N	-	-	-	-	-	-	0
Nightvault	751	N254	Augmented Buoyancy	Thundrik's Profiteers	Upgrade		Augmented Buoyancy	Thundrik's Profiteers	Upgrade	-	+2 Move.	-	-	Khazgan Drakkskewer	Thundrik's Profiteers expansion	-	VVV	N	-	-	-	-	-	-	0
Nightvault	752	N255	Breath of Grungni	Thundrik's Profiteers	Upgrade		Breath of Grungni	Thundrik's Profiteers	Upgrade	-	[:Hex: 3 - :atFury: 3 - :boom: 1 -(Knockback 1)-]	-	-	Bjorgen Thundrik	Thundrik's Profiteers expansion	-	VVV	N	-	-	-	-	-	-	0
Nightvault	753	N256	Empowered Aethershot	Thundrik's Profiteers	Upgrade		Empowered Aethershot	Thundrik's Profiteers	Upgrade	-	The Attack actions on this fighter's fighter card with a Range of 3 or more have Cleave.	-	-	Garodd Alensen, Enrik Ironhail	Thundrik's Profiteers expansion	-	VVV	N	-	-	-	-	-	-	0
Nightvault	754	N257	Magmalt Draught	Thundrik's Profiteers	Upgrade		Magmalt Draught	Thundrik's Profiteers	Upgrade	-	**Reaction:** During an Attack action or gambit that will damage this fighter, discard this card. Reduce the damage suffered by 1, to a minimum of 1.	-	-	-	Thundrik's Profiteers expansion	-	VVV	N	-	-	-	-	-	-	0
Nightvault	755	N258	Paymaster	Thundrik's Profiteers	Upgrade		Paymaster	Thundrik's Profiteers	Upgrade	-	You can re-roll one dice in each Attack roll made for friendly fighters adjacent to this fighter.	-	-	Bjorgen Thundrik	Thundrik's Profiteers expansion	-	VVV	N	-	-	-	-	-	-	0
Nightvault	756	N259	Punishing Retort	Thundrik's Profiteers	Upgrade		Punishing Retort	Thundrik's Profiteers	Upgrade	-	[:Hex: 1 - :atFury: 2 - :boom: 1] \n **Reaction:** During an adjacent enemy fighter's Attack action that targets this fighter and fails, this fighter cannot be driven back and makes this Attack action. It must target the attacker.	-	-	Dead-Eye Lund	Thundrik's Profiteers expansion	-	VVV	N	-	-	-	-	-	-	0
Nightvault	757	N260	Rapid Reload	Thundrik's Profiteers	Upgrade		Rapid Reload	Thundrik's Profiteers	Upgrade	-	**Reaction:** After this fighter's first Aethermatic Volley Gun Attack action in a round, they can make that Attack action again.	-	-	Enrik Ironhail	Thundrik's Profiteers expansion	-	VVV	N	-	-	-	-	-	-	0
Nightvault	758	N261	Swashbuckler	Thundrik's Profiteers	Upgrade		Swashbuckler	Thundrik's Profiteers	Upgrade	-	+1 Dice to this fighter's Attack actions with a Range of 1 or 2.	-	-	Garodd Alensen	Thundrik's Profiteers expansion	-	VVV	N	-	-	-	-	-	-	0
Nightvault	759	N262	Domain Denied	Ylthari's Guardians	Objective	1	Domain Denied	Ylthari's Guardians	Objective	1	Score this in an end phase if no enemy fighters are holding objectives.	1	End	-	Ylthari's Guardians expansion	-	VVV	N	-	-	-	-	-	-	0
Nightvault	760	N263	Glade's Last Hope	Ylthari's Guardians	Objective	1	Glade's Last Hope	Ylthari's Guardians	Objective	1	Score this in an end phase if at least 3 wound tokens were removed from the fighter cards of friendly fighters in the preceding action phase.	1	End	-	Ylthari's Guardians expansion	-	VVV	N	-	-	-	-	-	-	0
Nightvault	761	N264	Glade's Pride	Ylthari's Guardians	Objective	3	Glade's Pride	Ylthari's Guardians	Objective	3	Score this in the third end phase if no friendly fighter is out of action.	3	Third	-	Ylthari's Guardians expansion	-	VVV	N	-	-	-	-	-	-	0
Nightvault	762	N265	Lithe Spirits	Ylthari's Guardians	Objective	1	Lithe Spirits	Ylthari's Guardians	Objective	1	Score this immediately if your warband makes its second or subsequent reaction in this phase.	1	Surge	-	Ylthari's Guardians expansion	-	VVV	N	-	-	-	-	-	-	0
Nightvault	763	N266	Reclaim the Lamentiri	Ylthari's Guardians	Objective	2	Reclaim the Lamentiri	Ylthari's Guardians	Objective	2	Score this in an end phase if you hold all the objectives in at least one player's territory.	2	End	-	Ylthari's Guardians expansion	-	VVV	N	-	-	-	-	-	-	0
Nightvault	764	N267	Show No Mercy	Ylthari's Guardians	Objective	1	Show No Mercy	Ylthari's Guardians	Objective	1	Score this in an end phase if 3 or more enemy fighters are out of action.	1	End	-	Ylthari's Guardians expansion	-	VVV	N	-	-	-	-	-	-	0
Nightvault	765	N268	Song of Hatred	Ylthari's Guardians	Objective	1	Song of Hatred	Ylthari's Guardians	Objective	1	Score this immediately if your warband successfully casts their second or subsequent spell in this phase.	1	Surge	-	Ylthari's Guardians expansion	-	VVV	N	-	-	-	-	-	-	0
Nightvault	766	N269	Strike Swiftly	Ylthari's Guardians	Objective	1	Strike Swiftly	Ylthari's Guardians	Objective	1	Score this immediately if a friendly fighter takes an enemy fighter out of action with a Charge action.	1	Surge	-	Ylthari's Guardians expansion	-	VVV	N	-	-	-	-	-	-	0
Nightvault	767	N270	Vengeful Revenants	Ylthari's Guardians	Objective	2	Vengeful Revenants	Ylthari's Guardians	Objective	2	Score this in an end phase if at least one friendly fighter is out of action, and at least twice as many enemy fighters as friendly fighters are out of action.	2	End	-	Ylthari's Guardians expansion	-	VVV	N	-	-	-	-	-	-	0
Nightvault	768	N271	Curse of the Dwindling	Ylthari's Guardians	Spell		Curse of the Dwindling	Ylthari's Guardians	Spell	-	**Gambit Spell (:MagChannel::MagChannel:):** If this spell is cast, choose an enemy fighter within five hexes of the caster. That fighter's Attack actions have -1 Dice (to a minimum of 1). This spell persists until that fighter is out of action.	-	-	-	Ylthari's Guardians expansion	-	VVV	N	-	-	-	-	-	-	0
Nightvault	769	N272	Healing Amphora	Ylthari's Guardians	Ploy		Healing Amphora	Ylthari's Guardians	Ploy	-	Choose a friendly Gallanghann or a friendly fighter adjacent to a friendly Gallanghann and roll a defence dice. On a roll of :dfBlock: or :dfCrit: remove up to two wound tokens from that fighter's fighter card. Otherwise remove up to one wound token from that fighter's fighter card.	-	-	-	Ylthari's Guardians expansion	-	VVV	N	-	-	-	-	-	-	0
Nightvault	770	N273	Last Guardians	Ylthari's Guardians	Ploy		Last Guardians	Ylthari's Guardians	Ploy	-	Choose a friendly fighter that does not have a Guard token. Place a Guard token next to them.	-	-	-	Ylthari's Guardians expansion	-	VVV	N	-	-	-	-	-	-	0
Nightvault	771	N274	Leech Power	Ylthari's Guardians	Ploy		Leech Power	Ylthari's Guardians	Ploy	-	Play this only if a friendly Ylthari is holding an objective. Remove that objective from the battlefield and remove up to one wound token from that Ylthari's fighter card.	-	-	-	Ylthari's Guardians expansion	-	VVV	N	-	-	-	-	-	-	0
Nightvault	772	N275	Mesmerising Gaze	Ylthari's Guardians	Ploy		Mesmerising Gaze	Ylthari's Guardians	Ploy	-	Choose an enemy fighter adjacent to a friendly fighter and choose one: remove the enemy fighter's Guard tokens, or place a Move token next to the enemy fighter.	-	-	-	Ylthari's Guardians expansion	-	VVV	N	-	-	-	-	-	-	0
Nightvault	773	N276	Pangs of the Great Lack	Ylthari's Guardians	Spell		Pangs of the Great Lack	Ylthari's Guardians	Spell	-	**Gambit Spell (:MagFocus:):** If this spell is cast, choose an enemy fighter within five hexes of the caster. That fighter suffers 1 damage.	-	-	-	Ylthari's Guardians expansion	-	VVV	N	-	-	-	-	-	-	0
Nightvault	774	N277	Revenant Rage	Ylthari's Guardians	Ploy		Revenant Rage	Ylthari's Guardians	Ploy	-	The first Attack action in the next activation has +1 Dice.	-	-	-	Ylthari's Guardians expansion	-	VVV	N	-	-	-	-	-	-	0
Nightvault	775	N278	Springseed Step	Ylthari's Guardians	Ploy		Springseed Step	Ylthari's Guardians	Ploy	-	**Reaction:** Play this after a friendly fighter's Move action. Choose another friendly fighter and push them up to three hexes. They must end this push adjacent to the fighter that moved.	-	-	-	Ylthari's Guardians expansion	-	VVV	N	-	-	-	-	-	-	0
Nightvault	776	N279	Strength of the Burgeoning	Ylthari's Guardians	Spell		Strength of the Burgeoning	Ylthari's Guardians	Spell	-	**Gambit Spell (:MagChannel:):** If this spell is cast, the first Attack action with a Range of 1 or 2 in the next activation has +1 Damage.	-	-	-	Ylthari's Guardians expansion	-	VVV	N	-	-	-	-	-	-	0
Nightvault	777	N280	Writhing Roots	Ylthari's Guardians	Ploy		Writhing Roots	Ylthari's Guardians	Ploy	-	The first fighter to make a Move action in the next activation has -2 Move (to a minimum of 0).	-	-	-	Ylthari's Guardians expansion	-	VVV	N	-	-	-	-	-	-	0
Nightvault	778	N281	Cage of Thorns	Ylthari's Guardians	Upgrade		Cage of Thorns	Ylthari's Guardians	Upgrade	-	[:Hex: 3 - :MagFocus: - - :boom: 1] If this Attack action succeeds, place a Move token next to the target.	-	-	Ylthari	Ylthari's Guardians expansion	-	VVV	N	-	-	-	-	-	-	0
Nightvault	779	N282	Constant Growth	Ylthari's Guardians	Upgrade		Constant Growth	Ylthari's Guardians	Upgrade	-	+1 Wounds.	-	-	-	Ylthari's Guardians expansion	-	VVV	N	-	-	-	-	-	-	0
Nightvault	780	N283	Enraged Spite	Ylthari's Guardians	Upgrade		Enraged Spite	Ylthari's Guardians	Upgrade	-	[:Hex: 3 - :atFury: 2 - :boom: 1 -(Cleave)-]	-	-	-	Ylthari's Guardians expansion	-	VVV	N	-	-	-	-	-	-	0
Nightvault	781	N284	Inescapable Grasp	Ylthari's Guardians	Upgrade		Inescapable Grasp	Ylthari's Guardians	Upgrade	-	Rolls of :dfDodge: are not successes in the defence rolls of enemy fighters targeted by this fighter's Attack actions with a Range of 1 or 2.	-	-	Ylthari	Ylthari's Guardians expansion	-	VVV	N	-	-	-	-	-	-	0
Nightvault	782	N285	Menacing Step	Ylthari's Guardians	Upgrade		Menacing Step	Ylthari's Guardians	Upgrade	-	**Reaction:** After an enemy fighter's Move action that ends adjacent to at least one other friendly fighter, push this fighter up to two hexes. The push must end with this fighter adjacent to the enemy fighter.	-	-	Skhathael	Ylthari's Guardians expansion	-	VVV	N	-	-	-	-	-	-	0
Nightvault	783	N286	Pinning Shot	Ylthari's Guardians	Upgrade		Pinning Shot	Ylthari's Guardians	Upgrade	-	This fighter is considered to be a supporting fighter for adjacent friendly fighters.	-	-	Ahnslaine, Revenant Archer	Ylthari's Guardians expansion	-	VVV	N	-	-	-	-	-	-	0
Nightvault	784	N287	Spiteful Thorns	Ylthari's Guardians	Upgrade		Spiteful Thorns	Ylthari's Guardians	Upgrade	-	**Reaction:** After an enemy fighter's Attack action with a Range of 1 that targets this fighter and succeeds, roll an attack dice. On a roll of :atSmash: or :atCrit: the attacker suffers 1 damage.	-	-	Ylthari	Ylthari's Guardians expansion	-	VVV	N	-	-	-	-	-	-	0
Nightvault	785	N288	Unflinching Guardian	Ylthari's Guardians	Upgrade		Unflinching Guardian	Ylthari's Guardians	Upgrade	-	**Reaction:** During an enemy fighter's Attack action that targets a friendly fighter supported by this fighter, after the defence roll but before the Attack action succeeds or fails, you can re-roll one defence dice.	-	-	Gallanghann of the Glade	Ylthari's Guardians expansion	-	VVV	N	-	-	-	-	-	-	0
Nightvault	786	N289	Vengeful Blow	Ylthari's Guardians	Upgrade		Vengeful Blow	Ylthari's Guardians	Upgrade	-	[:Hex: 1 - :atFury: 2 - :boom: 1] \n This Attack action has +1 Dice and +1 Damage for each friendly fighter that is out of action.	-	-	Skhathael	Ylthari's Guardians expansion	-	VVV	N	-	-	-	-	-	-	0
Nightvault	787	N290	Warding Stance	Ylthari's Guardians	Upgrade		Warding Stance	Ylthari's Guardians	Upgrade	-	+1 Defence.	-	-	Gallanghann of the Glade	Ylthari's Guardians expansion	-	VVV	N	-	-	-	-	-	-	0
Nightvault	788	N291	Acolyte of the Katophranes	Universal	Objective	1	Acolyte of the Katophranes	Universal	Objective	1	Score this in the third end phase if you have at least one surviving friendly fighter that has at least one Katophrane Tome. Choose a surviving friendly. Gain 1 glory point for each Katophrane Tome that fighter has.	1	Third	-	Eyes of the Nine expansion	-	RRV	N	-	-	-	Rotated	-	-	0
Nightvault	789	N292	Aggressive Commander	Universal	Objective	2	Aggressive Commander	Universal	Objective	2	Score this in the third end phase if you took the first activation in each round.	2	Third	-	Godsworn Hunt expansion	-	RRV	N	-	-	-	Rotated	-	-	0
Nightvault	790	N293	All or Nothing	Universal	Objective	5	All or Nothing	Universal	Objective	5	Score this in the third end phase if you have scored no objective cards this game. If you do, you cannot score any other objective cards.	5	Third	-	Garrek's Reavers expansion	-	RRV	N	-	-	-	Rotated	-	-	0
Nightvault	791	N294	Annihilation	Universal	Objective	5	Annihilation	Universal	Objective	5	Score this in an end phase if *all enemy fighters have been taken out of action*.	5	End	-	Nightvault core set	-	VVV	N	-	-	-	-	-	NVduplicate	0
Nightvault	792	N295	Arcane Implosion	Universal	Objective	1	Arcane Implosion	Universal	Objective	1	Score this immediately if an enemy fighter is taken out of action while attempting to cast a spell.	1	Surge	-	Garrek's Reavers expansion	-	RRV	N	-	-	-	Rotated	-	-	0
Nightvault	793	N296	Arcane Torrent	Universal	Objective	1	Arcane Torrent	Universal	Objective	1	Score this immediately if a friendly fighter successfully casts a spell and there are two or more :MagCrit: in the casting roll.	1	Surge	-	Zarbag's Gitz expansion	-	RRV	V	-	-	-	Rotated	-	-	0
Nightvault	794	N297	Biding Your Time	Universal	Objective	1	Biding Your Time	Universal	Objective	1	Score this in an end phase if you have at least one fighter on the battlefield and your warband took no Attack actions in the preceding action phase.	1	End	-	Thundrik's Profiteers expansion	-	RRV	N	-	-	-	Rotated	-	-	0
Nightvault	795	N298	Bloodless Skirmish	Universal	Objective	2	Bloodless Skirmish	Universal	Objective	2	Score this in the third end phase if there are no fighters out of action.	2	Third	-	Ylthari's Guardians expansion	-	RRV	N	-	-	-	Rotated	-	-	0
Nightvault	796	N299	Branching Fate	Universal	Objective	1	Branching Fate	Universal	Objective	1	Score this immediately if you roll three or more dice in an attack or defence roll and they all show a different symbol.	1	Surge	-	Thundrik's Profiteers expansion	-	VVV	N	-	-	-	-	-	NVduplicate	6
Nightvault	797	N300	Brute Force	Universal	Objective	1	Brute Force	Universal	Objective	1	Score this immediately if a friendly fighter's Attack action succeeds against an enemy fighter who has two or more supporting fighters more than the friendly fighter.	1	Surge	-	Steelheart's Champions expansion	-	RRV	N	-	-	-	Rotated	-	-	0
Nightvault	798	N301	Building Momentum	Universal	Objective	1	Building Momentum	Universal	Objective	1	Score this in an end phase if you have scored at least 2 other objective cards in this phase.	1	End	-	Thundrik's Profiteers expansion	-	RRV	N	-	-	-	Rotated	-	-	0
Nightvault	799	N302	Calculated Risk	Universal	Objective	1	Calculated Risk	Universal	Objective	1	Score this immediately if a friendly fighter makes a Move action through a lethal hex that damages them but doesn't take them out of action.	1	Surge	-	Thundrik's Profiteers expansion	-	RRV	V	-	-	-	Rotated	-	-	0
Nightvault	800	N303	Catching Up	Universal	Objective	1	Catching Up	Universal	Objective	1	Score this in an end phase if you have fewer glory points than an opponent.	1	End	-	Zarbag's Gitz expansion	-	RRV	V	-	-	-	Rotated	-	-	0
Nightvault	801	N304	Charmed Life	Universal	Objective	2	Charmed Life	Universal	Objective	2	Score this in an end phase if you removed at least 3 wound tokens from a single fighter, and that fighter was not taken out of action, in the preceding action phase.	2	End	-	Eyes of the Nine expansion	-	RRV	N	-	-	-	Rotated	-	-	0
Nightvault	802	N305	Combination Strike	Universal	Objective	2	Combination Strike	Universal	Objective	2	Score this in an end phase if you scored at least two objective cards in the preceding action phase.	2	End	-	Steelheart's Champions expansion	-	RRV	N	-	-	-	Rotated	-	-	0
Nightvault	803	N306	Conquest	Universal	Objective	2	Conquest	Universal	Objective	2	Score this in the third end phase if all of your surviving fighters are *in your opponent's territory*.	2	Third	-	Nightvault core set	-	VVV	N	-	-	-	-	-	NVduplicate	1
Nightvault	804	N307	Cornered	Universal	Objective	2	Cornered	Universal	Objective	2	Score this immediately if a friendly fighter takes an enemy fighter out of action with an Attack action that is only successful because their target is Trapped.	2	Surge	-	Garrek's Reavers expansion	-	RRV	N	-	-	-	Rotated	-	-	0
Nightvault	805	N308	Dashed Hopes	Universal	Objective	1	Dashed Hopes	Universal	Objective	1	Score this in an end phase if your warband took at least one Inspired enemy fighter out of action in the preceding action phase.	1	End	-	Garrek's Reavers expansion	-	RRV	N	-	-	-	Rotated	-	-	0
Nightvault	806	N309	Death from Afar	Universal	Objective	1	Death from Afar	Universal	Objective	1	Score this immediately if a friendly fighter takes an enemy fighter out of action while at least three hexes from that fighter.	1	Surge	-	Thundrik's Profiteers expansion	-	RRV	V	-	-	-	Rotated	-	-	0
Nightvault	807	N310	Denial	Universal	Objective	3	Denial	Universal	Objective	3	Score this in the third end phase if there are no enemy fighters in your territory.	3	Third	-	Nightvault core set	-	VVV	N	-	-	-	-	-	NVduplicate	1
Nightvault	808	N311	Devastation	Universal	Objective	2	Devastation	Universal	Objective	2	Score this in an end phase if *three or more* enemy fighters were taken out of action in the preceding action phase.	2	End	-	Godsworn Hunt expansion	-	RRV	V	-	-	-	Rotated	-	-	0
Nightvault	809	N312	Didn't Even Want It	Universal	Objective	1	Didn't Even Want It	Universal	Objective	1	Score this in an end phase if an enemy fighter is holding objective 1.	1	End	-	Mollog's Mob expansion	-	RRV	N	-	-	-	Rotated	-	-	0
Nightvault	810	N313	Digging Deep	Universal	Objective	1	Digging Deep	Universal	Objective	1	Score this in an end phase if you drew at least four power and/or objective cards in the preceding action phase.	1	End	-	Mollog's Mob expansion	-	RRV	V	-	-	-	Rotated	-	-	0
Nightvault	811	N314	Disdain for Knowledge	Universal	Objective	1	Disdain for Knowledge	Universal	Objective	1	Score this card immediately if your warband takes an enemy fighter out of action, and that fighter has at least one **Katophrane Tome**.	1	Surge	-	Mollog's Mob expansion	-	RRV	N	-	-	-	Rotated	-	-	0
Nightvault	812	N315	Envious Acquisition	Universal	Objective	1	Envious Acquisition	Universal	Objective	1	Score this in an end phase if you hold an objective held by an enemy fighter at the beginning of the round.	1	End	-	Mollog's Mob expansion	-	RRV	N	-	-	-	Rotated	-	-	0
Nightvault	813	N316	Every Trick in the Book	Universal	Objective	1	Every Trick in the Book	Universal	Objective	1	Score this in an end phase if you have no power cards in your hand.	1	End	-	Thundrik's Profiteers expansion	-	RRV	N	-	-	-	Rotated	-	-	0
Nightvault	814	N317	Extreme Flank	Universal	Objective	2	Extreme Flank	Universal	Objective	2	Score this in an end phase if there is a friendly fighter on an edge hex and another friendly fighter on an edge hex on the opposite edge of the battlefield to the first fighter. Where there is more than one opposite edge, it must be the furthest of these edges.	2	End	-	Zarbag's Gitz expansion	--B	RRN	N	-	-	Forsaken	Rotated	-	-	0
Nightvault	815	N318	Finish Them	Universal	Objective	1	Finish Them	Universal	Objective	1	Score this immediately if your warband takes an enemy fighter out of action with an Attack action with a Damage characteristic of 1.	1	Surge	-	Eyes of the Nine expansion	-	RRV	N	-	-	-	Rotated	-	-	0
Nightvault	816	N319	Fired Up	Universal	Objective	1	Fired Up	Universal	Objective	1	Score this in an end phase if at least one surviving friendly fighter is Inspired.	1	End	-	Eyes of the Nine expansion	-	RRV	V	-	-	-	Rotated	-	-	0
Nightvault	817	N320	Frugal	Universal	Objective	1	Frugal	Universal	Objective	1	Score this in an end phase if you have at least 3 unspent glory points.	1	End	-	Mollog's Mob expansion	-	RRV	N	-	-	-	Rotated	-	-	0
Nightvault	818	N321	Ganging Up	Universal	Objective	2	Ganging Up	Universal	Objective	2	Score this immediately if all hexes adjacent to a single enemy fighter (other than blocked or incomplete hexes) contain friendly fighters.	2	Surge	-	Steelheart's Champions expansion	-	RRV	N	-	-	-	Rotated	-	-	0
